"TRAM","Rang","GEOM_WKT"
"T20891B","25-30 µg/m³","MultiLineString ((432046.15564458 4585032.96184257, 432032.19958538 4585028.00894068, 431986.78465605 4585046.4923122, 431970.73175831 4585063.17945886))"
"RD0111G",">40 µg/m³","MultiLineString ((425059.41473864 4581807.00140006, 425062.51635324 4581812.05300178, 425071.73648193 4581827.12295498, 425083.68664388 4581846.01289313, 425095.5867995 4581864.09283052, 425102.77689866 4581875.68279372, 425105.94694239 4581880.79277784, 425106.69486605 4581881.8955261))"
"T14675G","15-20 µg/m³","MultiLineString ((425954.29591871 4584601.12149148, 425961.04611841 4584626.01547795, 425962.18125603 4584643.8914965, 425963.03351182 4584677.37354094, 425962.74987152 4584724.76061517, 425967.85698084 4584738.09659655, 425984.66621508 4584765.46951014))"
"T00880O","20-25 µg/m³","MultiLineString ((431202.64265263 4581918.04549251, 431188.41962253 4581916.97859862, 431179.2676751 4581925.75868137, 431168.50974151 4581936.68677958))"
"T16963T","25-30 µg/m³","MultiLineString ((428839.85376629 4584911.84798787, 428842.17780603 4584916.59697735, 428880.33206432 4584942.77272639, 428883.21810263 4584947.21971114))"
"T12375P","20-25 µg/m³","MultiLineString ((431020.30387295 4587912.84618529, 430990.1611018 4587949.2234713, 430962.44223569 4587972.57071827))"
"T01539I","20-25 µg/m³","MultiLineString ((431208.80204642 4581573.81491888, 431220.50197839 4581562.47981288, 431230.70391141 4581551.58771891))"
"T01360Z","20-25 µg/m³","MultiLineString ((430321.27086122 4581335.4542779, 430274.66276298 4581332.03262581))"
"T12762W","20-25 µg/m³","MultiLineString ((430758.59434135 4588556.1801875, 430809.60061983 4588582.47184277, 430864.34986144 4588603.13246075, 430889.19391206 4588604.71927506))"
"T06430Q","20-25 µg/m³","MultiLineString ((432409.30077915 4588012.44682515, 432499.2699583 4588017.72215228))"
"T19603K","20-25 µg/m³","MultiLineString ((428254.69084669 4587154.32199506, 428274.80431099 4587211.50793288, 428291.86029224 4587205.54179361))"
"T01960R","20-25 µg/m³","MultiLineString ((428698.81710181 4582485.80137428, 428794.93196791 4582580.24578732))"
"T04487Z","25-30 µg/m³","MultiLineString ((431169.67383229 4585367.53799346, 431072.20701791 4585411.95880213))"
"T07942N","25-30 µg/m³","MultiLineString ((429064.937674 4584328.08539089, 429089.95883192 4584343.75422415))"
"T11516G","25-30 µg/m³","MultiLineString ((426161.0712404 4583943.06791424, 426073.28122429 4583958.92860692))"
"T18296P","20-25 µg/m³","MultiLineString ((433402.2863185 4586033.92016777, 433440.6304316 4585909.0486787))"
"T07472E","25-30 µg/m³","MultiLineString ((427404.79597127 4581546.88177881, 427495.1954225 4581587.91115427))"
"T01247Z","25-30 µg/m³","MultiLineString ((430571.96899113 4581301.42832626, 430479.85176719 4581422.35220943))"
"T14394A","20-25 µg/m³","MultiLineString ((432754.62649052 4587640.08862101, 432788.87551597 4587768.39256494))"
"T18772W","25-30 µg/m³","MultiLineString ((430346.19743962 4581406.49619782, 430332.36957429 4581427.04033404, 430345.70067025 4581436.95024821))"
"T06726D","20-25 µg/m³","MultiLineString ((433527.10144808 4587477.21251559, 433540.11843722 4587473.1324106, 433577.53093409 4587399.15601029))"
"T16458H","25-30 µg/m³","MultiLineString ((432885.55991689 4584898.88428936, 432891.01296601 4584904.2362562, 432895.2860051 4584908.50923035, 432900.61805357 4584913.80019802, 432965.25862898 4584976.34480369, 432972.81869748 4584983.81775781, 432981.868774 4584992.0427018))"
"T06868Q","20-25 µg/m³","MultiLineString ((431446.42287988 4586374.27451015, 431388.57522036 4586431.0540386))"
"T20649T","25-30 µg/m³","MultiLineString ((427840.09209751 4576991.69339928, 427881.82883709 4577080.87722207))"
"T06468E","25-30 µg/m³","MultiLineString ((431913.2340525 4587753.95817168, 431925.6493132 4587785.82412821))"
"T17904M","20-25 µg/m³","MultiLineString ((429831.38789371 4583675.32856777, 429845.63099794 4583686.14047578))"
"T04247L","25-30 µg/m³","MultiLineString ((430459.79685034 4584724.8633814, 430443.78294321 4584740.31952592))"
"T19317H","25-30 µg/m³","MultiLineString ((427253.15461672 4584821.62393412, 427265.12372775 4584833.77786139))"
"T10065W","20-25 µg/m³","MultiLineString ((434445.19860182 4585199.77594952, 434423.26772919 4585221.03014927))"
"T17841O","25-30 µg/m³","MultiLineString ((431535.61226214 4581272.44398095, 431497.16874028 4581211.57117875))"
"T18341D","25-30 µg/m³","MultiLineString ((431554.66007105 4584925.80339943, 431572.43841375 4584967.22632747))"
"RL0036J",">40 µg/m³","MultiLineString ((433273.03017573 4582579.13848542, 433269.47483959 4582575.68184197, 433267.24481966 4582573.51185553, 433249.25465896 4582556.01196495, 433211.28431991 4582519.0921959, 433209.04429982 4582516.9022095, 433205.5242684 4582513.48223092, 433182.86406532 4582491.3523686, 433181.05124693 4582489.5845667))"
"T06130H","20-25 µg/m³","MultiLineString ((432425.18977376 4587084.81723377, 432529.50928758 4587131.3705181))"
"T13889O","15-20 µg/m³","MultiLineString ((424674.93968552 4584964.83079089, 424656.23988597 4584995.06097939, 424658.58009895 4585022.61100351, 424658.58022013 4585038.56102779, 424657.02033341 4585053.79106286, 424658.58039094 4585061.04106201, 424664.03046002 4585069.01103262, 424670.27054697 4585079.17100053, 424673.39059592 4585084.97098559, 424669.49078813 4585111.07105503, 424660.14106552 4585149.50118474, 424658.5812228 4585170.52122861, 424658.58135501 4585187.92125508, 424663.25145046 4585199.52123714, 424669.49154289 4585210.40120615, 424681.18168237 4585226.35114133, 424690.53180718 4585240.85109214, 424695.99187635 4585248.83106267, 424692.09190878 4585253.9011001, 424692.09190498 4585253.40109934))"
"T07607B","20-25 µg/m³","MultiLineString ((426815.28211642 4581159.10366567, 426775.65181326 4581127.23091795))"
"T01832K","25-30 µg/m³","MultiLineString ((429163.24831149 4581629.38153113, 429057.74496007 4581736.16049711))"
"T03594X","25-30 µg/m³","MultiLineString ((429298.38124086 4580275.88142376, 429331.52778862 4580209.60206967))"
"T08384J","20-25 µg/m³","MultiLineString ((429893.74831462 4584506.66035189, 429846.56876252 4584575.10581446))"
"T21361K","25-30 µg/m³","MultiLineString ((432802.14771081 4583837.11230941, 432709.48128056 4583930.78315311))"
"T07089B","25-30 µg/m³","MultiLineString ((426797.86029733 4582240.41946181, 426701.70591271 4582209.38714582))"
"T00621X","25-30 µg/m³","MultiLineString ((431438.30300615 4581785.0235039, 431457.9318799 4581764.41532366))"
"T05818C","25-30 µg/m³","MultiLineString ((432133.62310923 4585471.92186802, 432081.38943237 4585525.24634851, 432053.01059131 4585552.02160605))"
"T14312I","20-25 µg/m³","MultiLineString ((430321.69141218 4581276.26718406, 430373.31684056 4581322.11986313))"
"T08838S","25-30 µg/m³","MultiLineString ((432128.11381672 4584907.58803301, 432191.11036964 4584967.48464693))"
"T08685T","15-20 µg/m³","MultiLineString ((427601.01576932 4585693.17064236, 427586.10926816 4585762.13686605))"
"T02499V","25-30 µg/m³","MultiLineString ((430699.52281732 4583883.29129434, 430794.50867637 4583976.90271712))"
"T16347B","25-30 µg/m³","MultiLineString ((431811.32101722 4586053.81123698, 431815.94432508 4586093.53026544, 431818.02044977 4586109.57627536, 431823.05678954 4586153.42530727))"
"T14893O","25-30 µg/m³","MultiLineString ((432328.8452861 4583745.66475245, 432427.71217629 4583842.67015162))"
"T20026U","25-30 µg/m³","MultiLineString ((428328.66052139 4584720.94959149, 428244.3256246 4584620.24208111))"
"T20110P","25-30 µg/m³","MultiLineString ((433731.4009779 4588164.93205614, 433705.74830321 4588213.04432628, 433681.49761065 4588258.51558162, 433658.16884626 4588294.32781475))"
"T16604Z","20-25 µg/m³","MultiLineString ((431452.40330088 4581689.33825055, 431456.22541829 4581704.01224408))"
"T18983F","20-25 µg/m³","MultiLineString ((431536.38485404 4581613.44549811, 431520.34891627 4581624.89663713, 431507.56077778 4581609.27171005))"
"T17398Q","20-25 µg/m³","MultiLineString ((429865.4775441 4586653.00393831, 429846.62071581 4586679.53712418, 429849.60876528 4586685.4621109))"
"T19322E","25-30 µg/m³","MultiLineString ((429296.30671 4587451.4695416, 429285.01074115 4587457.88863775, 429280.70778931 4587465.125682, 429275.03599831 4587493.87877087, 429263.10416208 4587517.9368999, 429282.66424121 4587524.39076134))"
"T16426Z","25-30 µg/m³","MultiLineString ((432721.61284315 4584133.75436968, 432627.95342332 4584228.98122299))"
"T21327I","20-25 µg/m³","MultiLineString ((430327.05201951 4587282.00743164, 430302.05004018 4587289.85963346))"
"T00600S","20-25 µg/m³","MultiLineString ((431387.10721743 4581691.64074869, 431393.38830227 4581701.52871625, 431401.36538171 4581710.35966936, 431410.75147039 4581720.12061321, 431421.07456228 4581730.11355032, 431430.34163699 4581738.0604923))"
"T12761V","20-25 µg/m³","MultiLineString ((430894.93945153 4588674.72434235, 430786.53222247 4588666.72215089))"
"T00468G","20-25 µg/m³","MultiLineString ((431691.35132162 4581643.46437028, 431703.69450967 4581665.70431088))"
"T21408I","20-25 µg/m³","MultiLineString ((433638.04331234 4587568.64682057, 433658.35536934 4587572.03467218))"
"T20424E","25-30 µg/m³","MultiLineString ((432214.81463708 4588429.151957, 432167.76868108 4588444.56533765, 432201.42871541 4588574.11728744, 432206.75584851 4588590.58327311))"
"T18976G","15-20 µg/m³","MultiLineString ((423032.21089364 4586781.86615435, 423036.68591759 4586784.12112403, 423057.21389462 4586776.93595728, 423067.47888313 4586773.34387389, 423072.09688243 4586772.3168373, 423080.82193082 4586776.93577854, 423094.1650874 4586794.89770588, 423100.83716375 4586803.62266913, 423111.10120671 4586807.2145971, 423147.53828591 4586810.2943261, 423161.39530716 4586810.2942212, 423172.68534002 4586812.34613895, 423185.00241335 4586819.53105705, 423195.77951933 4586831.33499409, 423230.67786841 4586870.33779146, 423242.48192151 4586874.95670939, 423258.39095756 4586876.49659138, 423283.02503032 4586881.11541218, 423291.23603512 4586880.0883484, 423316.38297265 4586866.7451368, 423328.69996082 4586862.63903651, 423354.35995823 4586856.99383215, 423373.86191877 4586847.75566902, 423386.69183386 4586833.89954941, 423390.28373059 4586819.52949935, 423391.31064664 4586808.23947369, 423389.2575462 4586795.40946906, 423394.38949201 4586787.197417, 423402.60048932 4586785.14535122, 423411.32552243 4586787.71128882, 423424.15570197 4586808.75222434, 423434.41981915 4586822.09516723, 423448.08188638 4586828.14307273))"
"T18546O","25-30 µg/m³","MultiLineString ((430999.31464395 4581695.10569157, 431017.74755298 4581679.38052786))"
"T13569B","25-30 µg/m³","MultiLineString ((428231.7621427 4579292.96501096, 428240.78231942 4579314.4349757, 428239.97246844 4579334.24501257, 428236.43258633 4579350.50506468, 428228.95965915 4579361.62013869, 428228.95965536 4579361.12013792))"
"T21089N","25-30 µg/m³","MultiLineString ((430410.26335287 4584800.95487108, 430411.46534545 4584799.73486015, 430417.64328201 4584790.14479892, 430452.0534465 4584804.76356055, 430454.61845878 4584805.85654279))"
"T07717G","20-25 µg/m³","MultiLineString ((429693.86706164 4583725.32469015, 429764.99660793 4583782.70523587))"
"T19176M","25-30 µg/m³","MultiLineString ((432244.36484961 4581600.55511572, 432351.5652541 4581632.02035206))"
"T06190T","20-25 µg/m³","MultiLineString ((432053.4406172 4587535.91776424, 432006.39564521 4587549.21814151))"
"T20174F","25-30 µg/m³","MultiLineString ((428085.09649186 4579368.73324304, 428057.12983827 4579420.07453517, 428046.97301156 4579444.98065098, 428035.14699547 4579445.25774128))"
"T20898I","25-30 µg/m³","MultiLineString ((428195.52186672 4579263.92524134, 428217.62160898 4579225.46501374))"
"T18889I","30-35 µg/m³","MultiLineString ((431281.49607122 4588545.36220954, 431294.2640482 4588529.4598352, 431324.07022386 4588540.2140317))"
"T11420Z","20-25 µg/m³","MultiLineString ((428598.67868043 4584555.34228477, 428546.06532829 4584519.76763147))"
"T05852E","20-25 µg/m³","MultiLineString ((432310.15488943 4586067.35448405, 432307.51247544 4586145.2796284))"
"T21369S","20-25 µg/m³","MultiLineString ((425697.926366 4581024.60795712, 425688.80040289 4581031.33603695, 425676.88938982 4581032.04712865, 425668.17835879 4581029.73619135, 425659.11127327 4581020.31424575))"
"T06503Q","20-25 µg/m³","MultiLineString ((432406.1354306 4588099.03198615, 432403.86585988 4588156.12409366))"
"T06259X","20-25 µg/m³","MultiLineString ((432006.39564521 4587549.21814151, 432021.66598559 4587591.02109224))"
"T06301I","20-25 µg/m³","MultiLineString ((432002.57081099 4587307.91878734, 432004.92291441 4587321.08779045))"
"T05802U","20-25 µg/m³","MultiLineString ((431831.15330997 4586220.50735311, 431832.42251856 4586247.79638706, 431832.74085902 4586292.69545631, 431831.61597584 4586308.3524898))"
"NS0006F","30-35 µg/m³","MultiLineString ((432913.62092277 4589097.26889205, 432916.72377392 4589095.08468575, 432921.08375571 4589091.79464754, 432922.69374895 4589090.57463343, 432928.62372422 4589086.10458148, 432935.75369528 4589080.83451918, 432942.87366739 4589075.70445717, 432950.66364387 4589071.01439079, 432958.95362674 4589067.06432178, 432968.17361172 4589063.20424587, 432970.34360962 4589062.4842283, 432977.62360268 4589060.08416938, 432982.51360099 4589058.86413042, 432987.49360157 4589057.92409123, 432993.96360445 4589056.98404074, 433000.4436094 4589056.31399061, 433009.07361965 4589055.9039246, 433017.6636343 4589056.08385982, 433025.7536532 4589056.92379987, 433033.79367747 4589058.48374143, 433043.54371304 4589061.18367183, 433050.28374176 4589063.59362457, 433054.07375854 4589065.03359814, 433054.45376027 4589065.18359549, 433061.34379354 4589068.163548, 433069.25383794 4589072.40349476, 433074.88387449 4589076.0734579, 433076.09388327 4589076.98345016, 433080.31391362 4589080.12342314, 433085.73395516 4589084.49338897, 433090.89399827 4589089.12335717, 433096.71405142 4589094.94332225, 433102.29410634 4589101.04328959, 433108.88417457 4589108.69325171, 433109.65418251 4589109.58324728, 433115.51424316 4589116.3832136, 433127.09436228 4589129.72314688, 433130.85440125 4589134.09312528, 433136.12602235 4589141.68365888, 433138.6530746 4589144.84772913))"
"T01933O","25-30 µg/m³","MultiLineString ((429452.25632689 4582099.27205225, 429358.48591025 4582195.05691186))"
"T03364L","25-30 µg/m³","MultiLineString ((427182.82304376 4580811.10133352, 427176.76208185 4580817.35438926, 427146.33754917 4580885.13372522))"
"T01424Y","25-30 µg/m³","MultiLineString ((430708.39735492 4581584.7257265, 430627.91964438 4581639.21841959))"
"T20314Z","30-35 µg/m³","MultiLineString ((427011.80637854 4582207.46178333, 427008.83557472 4582233.90484651, 426998.0238114 4582267.27997998))"
"T01909O","30-35 µg/m³","MultiLineString ((429736.81146771 4582191.70402916, 429786.28490768 4582239.56672594))"
"T05895P","25-30 µg/m³","MultiLineString ((432636.24724532 4585519.71714219, 432731.29613939 4585882.59400279))"
"T17244Z","25-30 µg/m³","MultiLineString ((432460.46043493 4588879.85180811, 432601.71861537 4588874.79773025))"
"T10932O","25-30 µg/m³","MultiLineString ((427045.99410067 4584006.8242735, 426977.24771448 4584101.63894126))"
"T01042O","20-25 µg/m³","MultiLineString ((430196.86119041 4581667.30972913, 430178.31001326 4581647.75184028))"
"T14714W","25-30 µg/m³","MultiLineString ((433652.43426062 4587031.23686032, 433638.32231053 4587040.68998211, 433622.98436438 4587050.91211439))"
"T07979A","20-25 µg/m³","MultiLineString ((430005.56508193 4584059.08882379, 429960.62842748 4584113.62924837))"
"T03074E","25-30 µg/m³","MultiLineString ((427402.42891979 4581013.61197579, 427380.5674471 4581087.53925598))"
"T17314W","25-30 µg/m³","MultiLineString ((430547.99587216 4583658.4031006, 430597.84231482 4583706.45679609))"
"T11055Y","25-30 µg/m³","MultiLineString ((427797.67964286 4583661.54802529, 427749.27587635 4583702.13945555))"
"T10141R","20-25 µg/m³","MultiLineString ((432433.16333112 4582678.30033613, 432399.79453663 4582712.10464041))"
"T10253Y","25-30 µg/m³","MultiLineString ((431337.84649189 4584893.67299148, 431366.71975924 4584922.9438172))"
"T19141B","25-30 µg/m³","MultiLineString ((432108.2322311 4583783.15247918, 432092.18608946 4583767.78457728, 432079.11499895 4583758.53466216, 432065.64191699 4583750.49075191, 432049.35383987 4583743.6538648, 432036.74179706 4583740.5829556))"
