tipo_establecimiento;tipo_titularidad;municipio_codigo;municipio_nombre;Municipio URIs;direccion_via_codigo;direccion_codigo_postal;direccion_ubicacion;direccion_coordenada_x;direccion_coordenada_y;horario_acceso;codigo_dea
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Avda De América 25  ;28002;U.G.T. 8ª PLANTA JUNTO A ASCENSORES;442775;4476716;;2017-156
Grandes establecimientos comerciales con una superficie superior a 2500 m2;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Rivas S/n  ;28052;RESTAURANTE FUENTEARCOS 8NEYFE) CARRETERA DE VICALVARO A MEJORADA KM 2;451246;4471507;;2017-162
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Cristóbal Bordiú 13  ;28003;HYBRIDO WORLDWIDE SL ;440536;4477194;8:00 A 21:00 HORAS;2017-171
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De La Castellana 141  ;28032;INVERSIONES Y PATRIMONIO CASTELLANA SL PUESTO DE CONTROL 24 H RECEPCIÓN EN HALL PRINCIPAL;441451;4479008;24 H;2017-215
Centros residenciales de mayores con 200 plazas;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Puerto De Santa María 15 0 ;28043;CASER RESIDENCIAL RECEPCIÓN. PLANTA CERO;444756;4478374;9-21;2017-217
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Salvador De Madariaga 1 7ª 1;28027;NIELSEN SERVICES SPAIN ;444215;4476437;;2017-1
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Pública;113;Pinto;https://www.wikidata.org/wiki/Q909718;Calle De Santa Teresa S/n  ;28320;PABELLÓN DEPORTIVO PARQUE PINTO ENTRADA PRINCIPAL JUNTO A LA CONSERJERÍA;440882;4454496;09:00 A 22:00;2017-14
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Pública;113;Pinto;https://www.wikidata.org/wiki/Q909718;Trva Del Prado S/n  ;28320;PISCINA MUNICIPAL ENTRADA PRINCIPAL JUNTO A BOTIQUÍN;441201;4455983;09:00 A 22:00;2017-17
Establecimiento dependiente de una Administración Pública;Pública;113;Pinto;https://www.wikidata.org/wiki/Q909718;Calle Torrejón 1  ;28320;CENTRO MUNICIPAL SANTA ROSA DE LIMA HALL PRINCIPAL DE ENTRADA;440311;4454688;08:00 A 21:00;2017-18
Establecimiento dependiente de una Administración Pública;Pública;113;Pinto;https://www.wikidata.org/wiki/Q909718;Calle De Las Alpujarras S/n  ;28320;TEATRO FRANCISCO RABAL HALL PRINCIPAL JUNTO A ACCESO BUTACAS PARES;441007;4454866;SEGUN CARTELERA Y ACTOS;2017-19
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Entrepeñas 27 5 ;28051;SECURITAS SEGURIDAD ESPAÑA ;448332;4468900;;2017-27
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Entrepeñas 27 2 ;28051;SECURITAS SEGURIDAD ESPAÑA ;448332;4468900;;2017-33
Centro de trabajo con más de 250 trabajadores;Privada;014;Arganda del Rey;https://www.wikidata.org/wiki/Q497692;Calle Latón 8  ;28500;TETRA PACK HISPANIA SA EN EL HALL DE ENTRADA A MANO IZQUIERDA;460224;4461408;;2017-43
Otros;Privada;127;Las Rozas de Madrid;https://www.wikidata.org/wiki/Q592747;Ctra N-vi Km 18,200 Sac Maker Sau   ;;;426251;4483281;07:30 A 20:30;2017-45
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Monasterio De Las Huelgas 15  ;28049;FUNDACIÓN A LA PAR CLUB DE PÁDEL Y TENIS FUENCARRAL. OFICINA DE RECEPCIÓN;439824;4483801;;2017-49
Establecimiento dependiente de una Administración Pública;Pública;022;Boadilla del Monte;https://www.wikidata.org/wiki/Q1641013;Calle De Victoria Eugenia De Battenberg 10  ;28660;CENTRO DE FORMACIÓN MUNICIPAL EN EL HALL DE ENTRADA;424947;4473594;DE LUNES A VIERNES DE 8:00 A 21:00;2017-59
Establecimiento dependiente de una Administración Pública;Pública;022;Boadilla del Monte;https://www.wikidata.org/wiki/Q1641013;Calle De Francisco Alonso 2  ;28660;CENTRO DE EMPRESAS EN EL HALL DE ENTRADA;425123;4472591;DE L A V DE 8:00 A 21:00 SABADOS DE 9:00 A 13:00;2017-60
Establecimiento dependiente de una Administración Pública;Pública;022;Boadilla del Monte;https://www.wikidata.org/wiki/Q1641013;Calle De Los Mártires 1  ;28660;BIBLIOTECA CENTRAL MUNICIPAL EN EL HALL DE ENTRADA;425693;4473237;DE LU A V 9:00 A 21:00 Y SABADOS 10:00 A 13:45;2017-61
Establecimiento dependiente de una Administración Pública;Pública;022;Boadilla del Monte;https://www.wikidata.org/wiki/Q1641013;Calle De Francisco Asenjo Barbieri 2  ;28660;CASA DE LA JUVENTUD E INFANCIA EN EL HALL DE ENTRADA;424666;4472804;DE L A V DE 8:00 A 21:00 Y SABADOS DE 10:00 A 14:00 Y DE 17:00 A 21:00;2017-62
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Paseo De La Castellana 95 16 ;28046;EDIFICIO OFICINAS MULTINQUILINO ;441368;4478121;VIGILANTE DE SEGURIDAD DE TURNO EN RECEPCIÓN DEL EDIFICIO;2017-66
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De La Castellana 95 24 ;28032;EDIFICIO DE OFICINAS MULTIINQUILINO ;441368;4478121;;2017-67
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De La Castellana 95 0 ;28032;EDIFICIO OFICINAS MULTINQUILINO ;441368;4478121;VIGILANTE DE SEGURIDAD DE TURNO EN LA RECEPCION DEL EDIFICIO;2017-68
Centro educativo;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Amara 4  ;28027;COLEGIO CONCERTADO CORPUS CHRISTI PLANTA BAJA. JUNTO A RECEPCIÓN;444935;4477382;;2017-73
Centro educativo;Pública;005;Alcalá de Henares;https://www.wikidata.org/wiki/Q46940;Cmno El Olivar 2 Baja ;28806;CEIP FRANCISCO TOMÁS Y VALIENTE VESTÍBULO PLANTA BAJA;458850;4469534;DE 7:00 A 19:00 HORAS;2017-86
Otros;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Avda De Cantabria 52  ;28042;CENTRO DE INVESTIGACIÓN Y CONTROL DE LA CALIDAD. AGENCIA ESPAÑOLA DE CONSUMO, SEGURIDAD ALIMENTARIA Y NUTRICIÓN;450591;4478948;HORARIO LABORAL DE LA AGE;2017-102
Centro educativo;Privada;181;Villaviciosa de Odón;https://www.wikidata.org/wiki/Q1631897;Avda Castilla 27  ;28670;EUROLENGUAS S.A. URB. EL CASTILLO;454696;4467369;8:00 A 20:00;2017-105
Aeropuertos;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Ctra Del Barrio De La Fortuna S/n  ;;AENA SME SA ENTRADA DE EDIFICIO TERMINAL;433726;4468955;DE 6:00 A24:00;2017-107
Centro educativo;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Vital Aza 65  ;28017;GARCOS EDUCACIÓN S.L., COLEGIO JOYFE;445777;4476048;;2017-137
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De San Martín 5  ;28013;FUNDACIÓN OBRA SOCIAL Y MONTE DE PIEDAD DE MADRID EDIFICIO DE ALHAJAS. HALL ENTRADA RECEPCIÓN;440031;4474387;;2017-145
Otros;Privada;029;Cabanillas de la Sierra;https://www.wikidata.org/wiki/Q1772200;Lugar Camping D'oremor   ;28721;FERNANMOR SL CRA. M631 KM O,700;446248;4519094;;2017-155
Centro educativo;Privada;022;Boadilla del Monte;https://www.wikidata.org/wiki/Q1641013;Calle De Miguel Ángel Cantero Oliva 13  ;28660;COLEGIO CASVI ;423769;4474966;;2017-166
Centro educativo;Privada;007;Alcorcón;https://www.wikidata.org/wiki/Q10372;Avda De Pablo Iglesias 6  ;28922;CENTRO DEPORTIVO AMANECER (ENTRADA) ;428745;4466118;;2017-167
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Avda De Manoteras 24 5 ;28050;CALIDAD PASCUAL SAU QUINTA PLANTA. BOTIQUÍN;443487;4481977;9 A 18 H;2017-168
Otros;Privada;092;Móstoles;https://www.wikidata.org/wiki/Q187826;Calle Puerto De Cotos 8  ;28933;REFLEX ALQUUILER FLEXIBLE DE VEHÍCULOS SA ;425887;4466926;;2017-170
Establecimiento dependiente de una Administración Pública;Pública;049;Coslada;https://www.wikidata.org/wiki/Q164197;Avda De Los Príncipes De España 8  ;28823;CENTRO DE MAYORES LA RAMBLA. AYUNTAMIENTO COSLADA EN LA CONSERJERÍA;453229;4475243;L A V DE 10 A 21 S Y D 10 A 14 Y 16:30 20:30;2017-230
Establecimiento dependiente de una Administración Pública;Pública;049;Coslada;https://www.wikidata.org/wiki/Q164197;Calle Del Poniente 19  ;28823;CENTRO DE MAYORES LA CAÑADA. AYUNTAMIENTO COSLADA EN LA CAFETERÍA;454284;4475298;L A V 10 A 21 S Y D 10 A 14 Y 16:30 A 20:30;2017-231
Establecimiento dependiente de una Administración Pública;Pública;008;Aldea del Fresno;https://www.wikidata.org/wiki/Q607467;Plaza Constitución 7  ;28620;DISPOSITIVO MÓVIL. EN EL COCHE DE LA POLICIA LOCAL AYUNTAMIENTO DE ALDEA DEL FRESNO;397789;4464489;24H;2017-236
Otros;Privada;127;Las Rozas de Madrid;https://www.wikidata.org/wiki/Q592747;Calle Chile 8  ;28290;OFICINA 103. ZONA DE VENDING, A LA DERECHA DE LA ENTRADA SODEXO IBERIA SA;423946;4488551;;2017-266
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Avda De La Gran Vía Del Este 1  ;28032;PLANTA BAJA. JUNTO A RECEPCIÓN. FUNDACIÓN JUAN XXIII RONCALLI ;449488;4472658;L A V DE 7 A 18;2017-267
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Titán 13 2ª ;28045;INICIO DE PASILLO IZQUIERDO COMPAÑÍA LOGÍSTICA DE HIDROCARBUROS;442287;4471376;;2017-274
Centro educativo;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Santa Francisca Javier Cabrini 2  ;28043;EN EL PATIO. JUNTO A CAMPOS DE BALONCESTO Y FÚTBOL COLEGIO SANTA FRANCISCA JAVIER CABRINI;447932;4479487;;2017-283
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Silvano 77  ;28043;CENTRO COMERCIAL PALACIO DE HIELO - PISTA DE PATINAJE ;445920;4479352;DE 10 A 22:30 DE 15-09 AL 30-05;2017-287
Grandes establecimientos comerciales con una superficie superior a 2500 m2;Privada;080;Majadahonda;https://www.wikidata.org/wiki/Majadahonda;Calle Moreras 2  ;28222;JUNTO A ASEOS Y SEGURIDAD CENTRO COMERCIAL CENTRO OESTE;426289;4478365;24 HORAS;2017-299
Centro de trabajo con más de 250 trabajadores;Privada;092;Móstoles;https://www.wikidata.org/wiki/Q187826;Calle Federico Cantero Villamil 4 Baja ;28933;EN EL SERVICIO MÉDICO, PLANTA BAJA EDIFICIO PRINCIPAL THYSSENFRUPP MANUFACTURING SPAIN slu;425219;4466059;;2017-312
Centro de trabajo con más de 250 trabajadores;Privada;092;Móstoles;https://www.wikidata.org/wiki/Q187826;Calle Federico Cantero Villamil  Baja ;28933;PASILLO QUE CONECTA AMBAS ENTRADAS AL EDIFICIO, `PLANTA BAJA EDIFICIO PRINCIPAL THYSSENKRUPP MANUFACTURING SPAIN;425219;4466059;;2017-313
Centro de trabajo con más de 250 trabajadores;Privada;092;Móstoles;https://www.wikidata.org/wiki/Q187826;Calle Federico Cantero Villamil  Baja ;28933;NAVE DE LOGÍSTICA. ACCESO DE OFICINAS PLANTA BAJA A ZONA ALMACÉN THYSSENKRUPP MANUFACTURING SPAIN;425219;4466059;;2017-314
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Avda De Los Rosales 36  ;28041;PLANTA BAJA JUNTO A RECEPCIÓN PARCESA. TANATORIO M-40;441859;4468270;24 HORAS;2017-329
Establecimiento público con aforo igual o superior a 2000 personas;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Avda De Miraflores S/n  ;28035;EN CHALET DE TENIS REAL CLUB DE LA PUERTA DE HIERRO;437668;4478955;7 A 22;2017-340
Establecimiento público con aforo igual o superior a 2000 personas;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Avda De Miraflores S/n  ;28035;EN CHALET INFANTIL REAL CLUB DE PUERTA DE HIERRO;437668;4478955;7 A 22;2017-341
Establecimiento hotelero con más de 100 plazas;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De O'donnell 53 7 ;28009;PLANTA 7ª. PASILLO HOTEL NOVOTEL CENTER;442976;4474767;24H;2017-377
Establecimiento hotelero con más de 100 plazas;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De O'donnell 53 0 ;28009;HALL HOTEL NOVOTEL CENTER MADRID;442976;4474767;24H;2017-378
Establecimiento hotelero con más de 100 plazas;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De O'donnell 53 -1 ;28009;HOTEL NOVOTEL CENTER MADRID SÓTANO;442976;4474767;24 H;2017-379
Otros;Privada;113;Pinto;https://www.wikidata.org/wiki/Q909718;Calle Cormoranes 18 Baja ;28320;POLÍGONO INDUSTRIAL LA ESTACIÓN. EN LA ENTRADA HYDRO EXTRUSIÓN SPAIN SA;439853;4455724;24 H L A V;2017-397
Centro de trabajo con más de 250 trabajadores;Privada;127;Las Rozas de Madrid;https://www.wikidata.org/wiki/Q592747;Calle Pollensa 6 Baja ;28290;DENTRO DE LA SALA CENTRAL RECEPTORA DE ALARMAS CRAS TYCO TYCO INTEGRATED SECURITY;424697;4487171;8.30-18;2017-398
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Paseo De La Castellana 79  ;28046;RECEPCIÓN DEL EDIFICIO PONTEGADEA INMOBILIARIAS.L.;441267;4477653;24 H;2017-416
Centro educativo;Privada;115;Pozuelo de Alarcón;https://www.wikidata.org/wiki/Q639422;Avda Radio Y Televisión 2  ;28223;PLANTA BAJA. PABELLÓN DEPORTIVO COLEGIO INSTITUTO VÉRITAS;432934;4474129;;2017-278
Centro educativo;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Gómez De Arteche 28  ;28044;EDIFICIO DE PRIMARIA COLEGIO AMORÓS;435781;4469013;;2017-279
Centro educativo;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Alcalá 589  ;28022;EN EL HALL DE LA ENTRADA PRINCIPAL COLEGIO NUESTRA SEÑORA DE LAS NIEVES;447938;4477440;DE 9 A 18;2017-285
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Maudes 17  ;28003;HALL DE ENTRADA. SECRETARÍA GENERAL TÉCNICA CONSEJERÍA DE TRANSPORTES, VIVIENDA E INFRAESTRUCTURAS;440544;4477443;;2017-293
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Velázquez 63  ;28001;HALL DE ENTRADA DEL EDIFICIO PRINCIPAL HERBERT SMITH FREEHILLS SPAINLLP;441981;4475659;;2017-297
Centro educativo;Privada;090;Moralzarzal;https://www.wikidata.org/wiki/Q1646201;Calle Colonia Redondillo 8  ;28411;HALL ENTRADA JUNTO RECEPCIÓN COLEGIO LAUDE FONTENEBRO. PLANTA BAJA;417978;4502773;;2017-322
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Pública;127;Las Rozas de Madrid;https://www.wikidata.org/wiki/Q592747;Cmno Garzo 79  ;28290;EN SERVICIO MÉDICO DE POLIDEPORTIVO MUNICIPAL SAN JOSÉ DE LAS MATAS. AYUNTAMIENTO DE LAS ROZAS;424966;4489677;8 A 22:30;2017-359
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Avda De Burgos 109  ;28050;EDIFICIO CASER CASER SEGUROS;443381;4483120;8-20;2017-387
Centro educativo;Privada;115;Pozuelo de Alarcón;https://www.wikidata.org/wiki/Q639422;Calle Pabellón De Mayores. A La Salida Al Patio. Cerca De Enfermeria 7  ;;COLEGIO SAN JOSÉ DE CLUNY;431712;4477782;;2017-406
Otros;Privada;049;Coslada;https://www.wikidata.org/wiki/Q164197;Calle De Las Américas 6 1ª ;28823;EN EL RELLANO PUERTA IZQUIERDA MOLDTRANS;455170;4476009;9-13 15.30-18 L A V;2017-410
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Valdebernardo 2  ;28030;CENTRO DEPORTIVO MUNICIPAL MORATALAZ.HALL DE ENTRADA AYTO. MORATALAZ;446330;4472168;;2018-20
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Paseo Del Polideportivo 3 1ª ;28032;CENTRO DEPORTIVO MUNICIPAL VICALVARO.PASILLO HALL AYTO. MADRID;448797;4473372;;2018-24
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Avda De Monforte De Lemos 38-a  ;;CENTRO DEPORTIVO MUNICIPAL LA VAGUADA. EN HALL DE ENTRADA AYTO. MADRID;439897;4481184;;2018-26
Centro educativo;Privada;025;Brea de Tajo;https://www.wikidata.org/wiki/Q1772144;Ctra M-404 (brea De Tajo Al Límite De Provincia)  Baja ;28596;KM 26,400. CENTRO RESIDENCIAL DE MENORES CAMPUS UNIDOS.  ENTRADA GINSO;487140;4452580;24 H;2018-50
Centro educativo;Privada;025;Brea de Tajo;https://www.wikidata.org/wiki/Q1772144;Ctra Comarcal M-211  Baja. ;28596;KM 26,300. CENTRO DE MENORES INFRACTORES TERESSA DE CALCUTA SALA DE COORDINADORES.  GINSO;487140;4452580;;2018-51
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De La Retama 7  ;28045;EN EL HALL DE LA ENTRADA HERMANDAD NACIONAL DE ARQUITECTOS SUPERIORES Y QUÍMICOS;442622;4471678;24 H;2018-78
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Avda De Manoteras 32 4ª ;28050;ZONA MIXTA ASEFA SEGUROS Y REASEGUROS;443590;4482121;;2018-85
Establecimiento dependiente de una Administración Pública;Pública;008;Aldea del Fresno;https://www.wikidata.org/wiki/Q607467;Plaza Constitución 1 Baja ;28620;PLANTA BAJA JUNTO AL MOSTRADOR DE RECEPCIÓN DEPENDENCIAS MUNICIPALES. AYUNTAMIENTO DE ALDEA DEL FRESNO;397786;4464496;;2017-232
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Plaza Del Marqués De Salamanca 8  ;28006;PLANTA BAJA, JUNTO A GARITA DE VIGILANATE EMPRESA DE TRANSFORMACIÓN AGRARIA SA;442393;4475766;L A V 8 A 18;2017-240
Otros;Privada;074;Leganés;https://www.wikidata.org/wiki/Q77433;Ctra A 42 (madrid-toledo) Km 6,8  ;28919;PLANTA BAJA, JUNTO A RECEPCIÓN EMPRESA DE TRANSFORMACIÓN AGRARIA;438614;4467962;L A V DE 8 A18:30;2017-241
Centro de trabajo con más de 250 trabajadores;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De La Castellana 278 Cero ;28032; ICEX ESPAÑA EXPORTACIÓN E INVERSIONES;441844;4480778;TODO EL DÍA;2017-268
Centro de trabajo con más de 250 trabajadores;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Paseo De La Castellana 278 Segund ;28046; ICEX ESPAÑA EXPORTACIÓN E INVERSIONES;441844;4480778;TODO EL DÍA;2017-269
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Ctra M-607 Colmenar Viejo 13  ;;KM 13,300 COLEGIO SAN FERNANDO VIA SERVICIO M-607 Edificio BL BANCO DE ALIMENTOS DE MADRID;441586;4486803;;2017-270
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Ctra De Villaverde A Vallecas 3,5  ;;RECEPCIÓN PLANTA BAJA MERCAMADRID NAVES 1, 8, 10 Y 11 BANCO DE ALIMENTOS DE MADRID;442022;4468365;;2017-271
Otros;Privada;005;Alcalá de Henares;https://www.wikidata.org/wiki/Q46940;Bulev De Buenos Aires 3  ;28806;PLANTA BAJA RECEPCIÓN POLÍGONO CAMPORROSO BANCO DE ALIMENTOS DE MADRID;465311;4484544;;2017-272
Otros;Privada;007;Alcorcón;https://www.wikidata.org/wiki/Q10372;Calle Petróleo 9  ;28925;.. BANCO DE ALIMENTOS DE MADRID;432092;4467210;;2017-273
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Avda De Asturias 28 Baja ;28029;VESTÍBULO PRINCIPAL. D.G. VIVIENDA Y REHABILITACIÓN CONSEJERÍA TRANSPÒRTES, VIVIENDA E INFRAESTRUCTURAS;441104;4480078;;2017-291
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Braganza 3 Baja ;28025;D.G. VIVIENDA Y REHABILITACIÓN CONSEJERÍA TRANSPORTES, VIVIENDA E INFRAESTRUCTURAS;438796;4470696;;2017-292
Centro educativo;Pública;087;Los Molinos;https://www.wikidata.org/wiki/Q963615;Calle Calvario 20 Baja ;28460;HALL DE ACCESO A DESPACHOS DE DIRECCIÓN CEIP DIVINO MAESTRO;408920;4507606;;2017-298
Centro educativo;Pública;075;Loeches;https://www.wikidata.org/wiki/Q1646206;Avda De Argentina 2  ;28890;EN PARED IZQUIERDA DEL HALL PRINCIPAL DE ENTRADA CEIP DUQUE DE ALBA;464903;4469980;;2017-303
Centro educativo;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Babilonia 19  ;28042;HALL DE ENTRADA JUNTO A CAPILLA COLEGIO SAN PEDRO APÓSTOL;450184;4479866;HORARIO ESCOLAR;2017-305
Otros;Privada;006;Alcobendas;https://www.wikidata.org/wiki/Q487679;Calle Km 20. Tanatorio De La Paz. Planta Baja Junto A Recepción   ;;PARCESA;440886;4492165;24 HORAS;2017-307
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;080;Majadahonda;https://www.wikidata.org/wiki/Majadahonda;Calle Azafrán 4 Baja ;28222;POLÍGONO COMERCIAL EL CARRALERO GIMNASIO FÍSICO. EN EL HALL DE ENTRADA;426358;4478639;;2017-392
Centro educativo;Privada;115;Pozuelo de Alarcón;https://www.wikidata.org/wiki/Q639422;Calle Pabellón De Menores. A La Entrada, En Portería 7  ;;COLEGIO SAN JOSÉ DE CLUNY;431712;4477782;;2017-407
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Méjico 53  ;28028;EN ACCESO A LAS INSTALACIONES. EN FACHADA OFICINAS FUNDACIÓN APOSTOL SANTIAGO;443034;4476639;9-19;2017-420
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Méjico 53  ;28028;EN LA CLÍNICA FUNDACIÓN APÓSTOL SANTIAGO;443034;4476639;9-19;2017-421
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Avda De Manoteras 52  ;28050; EVERIS SPAIN;443910;4480048;;2017-430
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Avda De Manoteras 52  ;28050; EVERIS SPAIN;443910;4482048;;2017-431
Establecimiento dependiente de una Administración Pública;Pública;177;Villanueva del Pardillo;https://www.wikidata.org/wiki/Q1751916;Calle Concepción 3  ;28229;POLICÍA LOCAL AYUNTAMIENTO VILLANUEVA DEL PARDILLO;418302;4482564;24 H;2018-3
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Ferraz 8  ;28008;CENTRO DE DÍA PARA MAYORES INNOVAZIÓN RECURSOS GERIÁTRICOS;439350;4475051;;2018-59
Centro de trabajo con más de 250 trabajadores;Privada;045;Colmenar Viejo;https://www.wikidata.org/wiki/Q55480;Avda De Los Reyes 1  ;28770;PLANTA BAJA, A LA ENTRADA (NIVEL 2) POLIGONO INDUSTRIAL LA MINA NORTE. PHARMA MAR;436265;4500939;24 H;2018-117
Centro educativo;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Paseo De Santa María De La Cabeza 115 Baja ;28026;EN EL PASILLO PRINCIPAL COLEGIO SAGRADO CORAZÓN PP CAPUCHINOS;439755;4471329;;2018-118
Centro educativo;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Gaztambide 91 Baja ;28003;FUNDACIÓN EDUCATIVA SANTO DOMINGO ;439237;4476960;7-20;2018-121
